cofactor_id,struct.burial_depth,struct.iron_count,struct.is_rieske,struct.is_hipip,Bar.count.ALA,Bar.count.ARG,Bar.count.ASN,Bar.count.ASP,Bar.count.CYS,Bar.count.GLN,Bar.count.GLU,Bar.count.GLY,Bar.count.HIS,Bar.count.ILE,Bar.count.LEU,Bar.count.LYS,Bar.count.MET,Bar.count.PHE,Bar.count.PRO,Bar.count.SER,Bar.count.THR,Bar.count.TRP,Bar.count.TYR,Bar.count.VAL,Bar.prop.Volume,Bar.prop.Log(Solubility (m at 20ºC)),Bar.prop.Hydrophobicity,Bar.prop.Isoelectric point,Bar.prop.P(helix),Bar.prop.nOats in side chain,Bar.prop.nSats in side chain,Bar.prop.nNats in side chain,Bar.prop.Steric hindrance,Bar.prop.nH-bonds,Bar.prop.Vol / log(solub),Bar.prop.Vol / P(helix),Bar.prop.Vol / P(sheet),Bar.prop.log(Solub) x Flex,Bar.prop.Steric hindrance x Flexibility,Bar.prop.Flexibility,Bar.prop.P(helix)+P(sheet),Bar.prop.log(Solub) x Hydrophobicity,Bar.prop.Hydrophobicity x Flex.,Bar.prop.V / (P(helix)+P(sheet)),Bar.prop.Steric hindrance / P(helix),Bar.prop.Isoelectric point / P(sheet),Bar.prop.P(sheet),Bar.prop.Vol x isoelectric point,Bar.prop.Isoelectric point / P(helix),Bar.prop.P(helix) / P(sheet),Bar.prop.Steric hindrance / P(sheet),Bar.prop.P(helix) x Flex.,Bar.mean.Volume,Bar.mean.Log(Solubility (m at 20ºC)),Bar.mean.Hydrophobicity,Bar.mean.Isoelectric point,Bar.mean.P(helix),Bar.mean.nOats in side chain,Bar.mean.nSats in side chain,Bar.mean.nNats in side chain,Bar.mean.Steric hindrance,Bar.mean.nH-bonds,Bar.mean.Vol / log(solub),Bar.mean.Vol / P(helix),Bar.mean.Vol / P(sheet),Bar.mean.log(Solub) x Flex,Bar.mean.Steric hindrance x Flexibility,Bar.mean.Flexibility,Bar.mean.P(helix)+P(sheet),Bar.mean.log(Solub) x Hydrophobicity,Bar.mean.Hydrophobicity x Flex.,Bar.mean.V / (P(helix)+P(sheet)),Bar.mean.Steric hindrance / P(helix),Bar.mean.Isoelectric point / P(sheet),Bar.mean.P(sheet),Bar.mean.Vol x isoelectric point,Bar.mean.Isoelectric point / P(helix),Bar.mean.P(helix) / P(sheet),Bar.mean.Steric hindrance / P(sheet),Bar.mean.P(helix) x Flex.,pH,Em
P00263_SF4,6.9117608070373535,4,0,1,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,484.3,-2.623975168546705,2.61,26.91,0.8200000000000001,1,2,3,8.13,14,-757.230276201933,2387.211328976034,1558.571322985957,-50.85701488051442,134.852,74.8,2.16,-1.7201303766671368,65.624,908.258698068345,39.51665110488652,86.2453067257945,1.34,3299.99,134.2349828820417,2.683813747228381,25.87354028085736,13.996,121.075,-0.6559937921366763,0.6525,6.7275,0.205,0.25,0.5,0.75,2.0325,3.5,-189.30756905048324,596.8028322440085,389.64283074648927,-12.714253720128603,33.713,18.7,0.5399999999999999,-0.4300325941667842,16.406,227.06467451708625,9.87916277622163,21.561326681448627,0.335,824.9975,33.55874572051042,0.6709534368070953,6.468385070214341,3.499,7.0,352.0
P00459_SF4,21.490318298339844,4,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,445.7,-0.9718928323642432,4.62,31.19,0.77,0,3,0,5.3100000000000005,9,-253.8989519273269,2839.321266968325,1595.235772357723,-9.5236835847087,132.75,153.0,2.3,-3.1218150565246505,115.5,990.492610837437,31.2352941176472,127.3967479674798,1.53,2796.539,205.4434389140272,2.977235772357723,12.95121951219513,22.89,89.14,-0.1943785664728486,0.924,6.238,0.154,0.0,0.6,0.0,1.062,1.8,-50.7797903854654,567.864253393665,319.04715447154456,-1.90473671694174,26.55,30.6,0.4599999999999999,-0.6243630113049301,23.1,198.0985221674874,6.24705882352944,25.47934959349596,0.306,559.3078,41.08868778280544,0.5954471544715446,2.5902439024390262,4.578,7.0,-280.0
P00208_C58S_SF4_proximal,5.556431770324707,4,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,548.1,-3.4241165778564,5.5600000000000005,31.92,0.89,1,4,1,8.68,17,-800.4785638495019,3096.274509803921,1577.172949002216,-81.9966824511742,209.0,120.0,2.75,-3.7296722359378975,142.0,1013.624699278266,49.26610644257722,91.5875831485588,1.86,3499.8320000000003,180.4593837535014,2.613082039911307,24.54101995565411,21.2,109.62,-0.6848233155712798,1.112,6.384,0.178,0.2,0.8,0.2,1.736,3.4,-160.0957127699004,619.2549019607842,315.4345898004432,-16.399336490234838,41.8,24.0,0.55,-0.7459344471875795,28.4,202.7249398556532,9.853221288515444,18.31751662971176,0.372,699.9664,36.09187675070028,0.5226164079822614,4.908203991130822,4.24,7.0,-633.0
P00208_C58S_SF4_distal,7.748317718505859,4,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,661.4,-3.383139684479008,5.48,34.19,1.3,3,4,0,9.95,19,-591.2169608824009,3327.464985994398,2035.4413472706144,-63.9292482434588,222.386,133.1,3.43,-3.4021000453695955,147.816,1153.375068418171,51.9113445378153,97.0226480836238,2.13,3690.856,185.26890756302527,4.372822299651566,29.375435540069702,25.402,110.23333333333332,-0.5638566140798346,0.9133333333333334,5.698333333333333,0.2166666666666666,0.5,0.6666666666666666,0.0,1.6583333333333334,3.1666666666666665,-98.53616014706682,554.577497665733,339.2402245451024,-10.654874707243131,37.06433333333333,22.183333333333334,0.5716666666666667,-0.567016674228266,24.636,192.2291780696952,8.651890756302551,16.170441347270636,0.355,615.1426666666667,30.87815126050421,0.7288037166085943,4.895905923344951,4.233666666666667,7.0,-464.0
P00262_SF4,6.980329990386963,4,0,1,0,0,0,0,3,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1049.9,-4.945866099372162,9.670000000000002,42.02,1.87,1,4,2,15.37,15,-1571.028238719809,4087.7095373237016,2920.282733510604,-70.86186602606877,211.424,107.6,4.47,-7.576254433082916,153.29000000000002,1616.7614309042328,61.58408797729632,115.9710744085824,2.6,6239.419,180.2420837633299,5.422780885139677,41.91466876031543,24.158,149.9857142857143,-0.7065522999103088,1.3814285714285717,6.002857142857143,0.2671428571428572,0.1428571428571428,0.5714285714285714,0.2857142857142857,2.1957142857142857,2.142857142857143,-224.4326055314013,583.9585053319573,417.183247644372,-10.123123718009824,30.20342857142857,15.37142857142857,0.6385714285714286,-1.082322061868988,21.89857142857144,230.9659187006047,8.797726853899475,16.5672963440832,0.3714285714285714,891.3455714285714,25.748869109047128,0.7746829835913823,5.9878098229022045,3.451142857142857,7.0,347.0
P00260_SF4,6.220101833343506,4,0,1,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,1133.9,-5.5968457317152085,12.14,42.31,1.83,0,4,2,17.02,11,-1494.696584878169,4400.140092879257,2887.4636858915555,-71.51282479152445,212.39,104.2,4.6,-10.365142923059588,163.424,1688.861563824038,67.28200464396299,107.5139315514395,2.77,6780.081,183.1101393188855,4.744685647044439,43.31752590317257,22.782,161.9857142857143,-0.7995493902450298,1.7342857142857144,6.0442857142857145,0.2614285714285714,0.0,0.5714285714285714,0.2857142857142857,2.4314285714285715,1.5714285714285714,-213.5280835540241,628.591441839894,412.4948122702222,-10.216117827360636,30.34142857142857,14.885714285714284,0.6571428571428571,-1.4807347032942266,23.34628571428572,241.2659376891483,9.61171494913757,15.359133078777072,0.3957142857142857,968.583,26.15859133126936,0.6778122352920627,6.18821798616751,3.2545714285714284,7.0,356.0
P07485_SF4,6.079768657684326,4,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,641.5,-2.4362778218276224,4.25,33.95,1.5499999999999998,3,3,0,9.46,16,-103.88365545166596,2900.1820728291323,2156.024592233499,-42.15571190281767,201.176,126.1,3.5,-2.277440287963832,114.896,1102.6137952086222,44.54719887955196,108.1000605968793,1.95,3543.2270000000003,162.46358543417375,5.784275109831842,30.623579760642343,28.712,106.91666666666669,-0.4060463036379371,0.7083333333333334,5.658333333333332,0.2583333333333333,0.5,0.5,0.0,1.5766666666666669,2.6666666666666665,-17.31394257527766,483.3636788048554,359.33743203891646,-7.025951983802945,33.529333333333334,21.016666666666666,0.5833333333333333,-0.3795733813273052,19.14933333333333,183.7689658681037,7.424533146591993,18.01667676614655,0.325,590.5378333333334,27.07726423902896,0.9640458516386404,5.103929960107057,4.785333333333333,8.0,-374.0
P00261_SF4,6.736727237701416,4,0,1,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,896.4000000000001,-4.535084036180707,8.79,38.35,1.4,0,3,3,14.45,13,-1198.267585195687,3826.988289760348,2346.6869001772707,-63.68454295941098,181.644,91.2,3.73,-7.24192461322345,138.27800000000002,1417.081370096475,62.1406181917213,101.1606577419157,2.33,5674.898000000001,178.0028050108933,3.695280885139677,38.2975854269821,17.542,149.4,-0.7558473393634512,1.465,6.391666666666666,0.2333333333333333,0.0,0.5,0.5,2.408333333333333,2.1666666666666665,-199.71126419928115,637.8313816267247,391.1144833628785,-10.614090493235164,30.274,15.199999999999998,0.6216666666666666,-1.2069874355372416,23.046333333333337,236.1802283494125,10.356769698620218,16.860109623652615,0.3883333333333333,945.8163333333335,29.667134168482217,0.6158801475232795,6.382930904497017,2.923666666666667,7.0,328.0
P00265_SF4,8.918804168701172,4,0,1,1,0,1,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,648.4,-1.0467921870422432,1.8,41.39,1.4200000000000002,1,2,2,8.31,14,703.685315395953,3019.9389948287,2458.233158734749,-21.980450078190167,149.96599999999998,130.4,3.1100000000000003,-1.7892513914538168,67.214,1276.20002955874,37.39644607843147,164.6438574504322,1.69,4712.349,198.212178140487,5.6617525556019785,28.47209100549504,26.418,108.06666666666666,-0.1744653645070405,0.3,6.898333333333333,0.2366666666666667,0.1666666666666666,0.3333333333333333,0.3333333333333333,1.385,2.333333333333333,117.2808858993255,503.3231658047833,409.7055264557914,-3.663408346365028,24.99433333333333,21.73333333333333,0.5183333333333334,-0.2982085652423028,11.202333333333334,212.70000492645667,6.232741013071911,27.44064290840537,0.2816666666666667,785.3915000000001,33.0353630234145,0.943625425933663,4.74534850091584,4.403,7.0,332.0
P33678_SF4,5.909873008728027,4,0,1,1,0,0,0,4,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1239.8,-7.029813774398035,10.79,54.16,2.31,2,4,1,18.74,20,-1154.019201593349,5203.738001867414,3490.622782831946,-97.42218208562969,278.304,148.0,5.6,-9.137378251313788,192.5,1972.184004392728,80.38801120448198,154.7634202154378,3.29,7358.958,240.09382819794587,7.11332700786962,51.71792599207458,33.611999999999995,137.75555555555556,-0.7810904193775595,1.198888888888889,6.017777777777777,0.2566666666666666,0.2222222222222222,0.4444444444444444,0.1111111111111111,2.082222222222222,2.2222222222222223,-128.22435573259432,578.1931113186015,387.8469758702162,-10.824686898403298,30.922666666666665,16.444444444444443,0.6222222222222222,-1.0152642501459763,21.38888888888889,219.1315560436365,8.932001244942443,17.19593557949309,0.3655555555555556,817.662,26.677092021993985,0.7903696675410689,5.746436221341621,3.734666666666666,7.4,330.0
